,created_at,text,favorite_count,retweet_count
149,2018-10-02 18:06:51,自分がどうなりたいのかを明確にしながら進むのか、目の前のこと遮二無二やっていたらいつのまにか立派になっていたのか。,0,0
150,2018-10-02 18:04:37,夜更かししてSHIROBAKO見終わった。いま進行中の全てのことに対するモチベーションが上がった。(単純),1,0
151,2018-10-02 14:10:32,例外ケースの対処の仕方・コツみたいなのだれかブログでまとめてないのかな。境界条件の対処法みたいな,0,0
152,2018-10-02 11:01:29,個人差はかなりあると思うけど、B問題までが慣れ、C問題以降を解けるようになるとこから急に壁を感じます https://t.co/YFhW9MqrMR,0,0
153,2018-09-29 23:18:17,部分点すらもらえないのか…,0,0
154,2018-09-29 20:57:15,C通したあと即寝て競プロ初めて以来初のD問題に挑戦し始めたが、問題の把握が難しい,0,0
155,2018-09-29 13:48:37,C問題2つWAあって原因が分かったのに実装しきれなかった。悔しい。,0,0
156,2018-09-29 13:47:51,ABC111 1時間40分 AC: AB WA: C #AtCoder,0,0
157,2018-09-27 08:30:39,まず公式ドキュメントを読みましょう(自戒,0,0
158,2018-09-25 06:23:37,集合と論理、グラフ理論、論理回路とか勉強してるとだんだんリンクしてくるんかね,1,0
159,2018-09-24 19:12:49,冗長な部分のモジュール化少し出来るようになってきたか？,0,0
160,2018-09-24 11:52:36,t統計量に関して、 t = Z/√(Y/k) のZとYが独立ってどうして言えるんでしょか。標本平均と標本不偏分散って独立になりえんのか,0,0
161,2018-09-24 10:54:31,標本分布を考えるときとりあえず統計量が特定の確率分布に従うことを示せれば分布表に従って確率を考えることができるから、統計量が従うなにかしらの確率分布に落とし込めればokという理解でいいのだろうか,0,0
162,2018-09-23 15:06:39,検定と回帰分析と分散分析を別個にして考えてた(というか理解出来てなかった)けど、一貫して線形モデルの上に成り立ってるっていう考え方がようやく理解出来た。一般化線形モデルまであと少し。,0,0
163,2018-09-23 13:46:21,何週間ぶりかの参加。CはTLEを解決できず。,0,0
164,2018-09-23 13:45:40,ABC110 1時間40分 AC: AB WA: C #AtCoder,0,0
165,2018-09-23 10:21:26,Fake it till you make it.,1,0
166,2018-09-23 03:30:11,ざっと読んだ後に詳しく読む戦法でだいぶ苦しくなくなった。初めからじっくり読んでくと自分はしんどくなってしまう。,0,0
167,2018-09-23 03:28:54,しばらくの間数学が苦しくてできていなかった。今日は多変数関数のテイラー展開とヤコビアンの勉強をやっていきます。,0,0
168,2018-09-21 21:34:36,めっちゃ強い人っぽいのが溢れて出てるが心意気は真似ていきたい,0,0
169,2018-09-19 14:55:31,ポアンソ回帰,0,0
170,2018-09-19 13:14:14,statsmodelsのクラスの設計複雑すぎませんか…,0,0
171,2018-09-18 17:00:45,対数尤度の計算が合わなくて苦しんでる,0,0
172,2018-09-18 16:47:36,尤度: パラメータが与えられたときに手元のデータが同時に得られる確率 最尤推定: 尤度を最大にするようなパラメータを推定するための手法。,0,0
173,2018-09-17 05:53:14,テイラー展開: 剰余項が0に収束するとき、関数f(x)がx=aにおける(n-1)次までの微分係数を使って、(x-a)の多項式で近似される。,0,0
174,2018-09-17 03:11:33,しばらくハッタリかましてそれに追いつく戦法でいきます,0,0
175,2018-09-15 01:13:20,忘れないうちにSQLの基礎はブログかなんかにまとめておきたい,0,0
176,2018-09-14 21:56:24,SUITS、さすがに無理があるのでは...,0,0
177,2018-09-13 08:38:03,ε-N論法がすらすら頭に入ってくるよ！,0,0
178,2018-09-11 20:27:06,"まさにはまっていたエラー。自分の場合、コマンドラインでオプション""--local-infile=1""を指定してもクライアント側のcsv読み込めなくて、結局setで変数を直接書き換えて解決した。コマンドライオプションが反映されないの… https://t.co/fUb0vjPR5l",0,0
179,2018-09-11 09:41:05,クラス分類の決定境界のプロット、めnp.meshgrid()以外の方法ってあるんか？,0,0
180,2018-09-09 22:26:09,長いものには巻かれろとはよく言ったものものです,0,0
181,2018-09-08 02:02:35,前回Aしか解けず毛ほども動かなかったレートを動かしに行こうじゃないか！！！！,0,0
182,2018-09-07 10:34:00,JavaScript出来ないとこれから先やっていけない感,0,0
183,2018-09-07 10:01:59,DOMの扱い方とhtml、xmlのパース少しずつ掴めてきた,0,0
184,2018-09-06 23:48:15,MySQLのテーブルにデータを追加して集計くらいまで出来るようになったところで色んなデータベースの記事を読んだけどよくわからん。どの記事にも用途に合わせて種々のDBを選択する必要があると書いてあった。結局ベースとなるRDBSMの扱… https://t.co/VvYooxqkQf,0,0
185,2018-09-06 17:24:00,チュートリアルってよく出来てるんだなぁって,0,0
186,2018-09-06 17:23:36,最近分かってきたことは初心者が詰まるところはだいたいそのライブラリのチュートリアルに載ってる。あーもう分かんねってなってるときチュートリアル見ると一瞬ってことがよくある。,0,0
187,2018-09-05 22:17:41,Pythonの警告(Warning)てっきりExceptionで捕まえられるかと思ってたけど違うのね。それもだいぶはまってた。,1,0
188,2018-09-05 22:15:36,SQLのエラーと戦ってたら朝になった…,0,0
189,2018-09-05 14:44:27,Macでz+hjklで矢印出すやつ使ってたら自分でもvimを使いこなせるんじゃないかと錯覚を起こす,0,0
190,2018-09-05 00:23:20,sqlite3ってauto_incrementないのか,0,0
191,2018-09-04 16:15:28,ついに300超えた！しかも初見！,0,0
192,2018-09-04 16:14:56,今日の腕試しタイピング(ローマ字)の結果は「Fast」スコア「309」でした。 https://t.co/QR63o7ypeH #etyping #et_r,0,0
193,2018-09-04 15:28:22,ブログを書いていて気づいた,0,0
194,2018-09-04 15:28:08,プログラマの方々に朗報。https://t.co/3JY4gYZvWxが存在する。,1,0
195,2018-09-04 14:28:42,オライリーの中の人か &lt;RT,0,0
196,2018-09-04 13:54:11,マークダウンで、数学の定理とか強調したいところを四角で囲う書き方ってないすかね？今引用の記号使って無理やり強調っぽいことしてるんですが…,0,0
197,2018-09-02 22:57:03,Motherもやってみたい。,1,0
198,2018-09-02 22:56:47,クロノトリガーやりたい。,0,0
199,2018-09-02 22:12:52,C++で愚直な実装をすることが出来るようになってきてうれしみ。今週も頑張ろう。,0,0
200,2018-09-02 18:37:09,オセロの実装ができるようになったぞー,0,0
201,2018-09-02 18:36:20,もう月曜か、寝よう。,0,0
202,2018-09-02 18:35:08,ランクAになった！ paizaのスキルチェック『A003:盤面ゲーム』を受験しました！ https://t.co/TBwUUFKCrK #paiza,0,0
203,2018-09-02 13:47:22,刻みのりをゴミ袋に向かってかけてた。疲れている。,0,0
204,2018-09-02 13:11:48,ABCでるの怖くなってきた。ARC以上のコンテストで戦ってる人たちは一体何者なんや。,0,0
205,2018-09-02 03:08:20,Texの使いどころが今のところはてなしか分からんのだけどワード的な感じで使うのか？,0,0
206,2018-09-02 03:07:26,そういえばさっき投稿した記事で初めてTex(てふ)の書き方を学んだ。マークアップ言語(タグみたいな使って書く)らしいんだけど数式を書くときに便利なのかー。はてなだと[tex:]って書かなきゃいけないのめんどかった。,0,0
207,2018-09-02 00:45:11,C++の競プロで使う関数もまとめないとな。コンテスト中調べてばっかだから効率悪い。,0,0
208,2018-09-02 00:43:57,ABC108-C問題のmodを扱う問題。初心者らしく具体例多めに考察しました。良かったら見てください。 はてなブログに投稿しました #はてなブログ ABC108 C - Triangular Relationship - math… https://t.co/Szmx7nnghj,1,0
209,2018-09-01 13:59:10,まずB問題で問題を勝手に勘違いして時間を溶かし、C問題にいっても解放思い浮かばず。これは泣くしかない。,0,0
210,2018-09-01 13:54:53,1完。泣いてる。,1,0
211,2018-09-01 13:54:30,ABC107 1時間40分 AC: A WA: BC #AtCoder,0,0
212,2018-08-31 09:00:24,スクレイピングの練習をしている時に出てきたので、JSONファイルの簡単な解説と、PythonでのJSONファイル扱い方をまとめて見ました。  はてなブログに投稿しました #はてなブログ Python：JSONファイルの扱い -… https://t.co/44bblr5VVY,1,0
213,2018-08-30 19:44:19,ねれないのでプログラミング。例外処理ちょっと分かってきた。,0,0
214,2018-08-30 16:37:34,記事の予約投稿完了。寝る。,0,0
215,2018-08-30 03:32:52,茶色になれば日本人の半分より上の強さってことか(単純),1,0
216,2018-08-29 20:15:33,初心者特権を使いたい VS 初心者と名乗るとそれだけで価値が下がる,0,0
217,2018-08-29 09:32:10,そういえばレンジベースのfor文に書き換えろとエディタから怒られてるけど放置してしまってる…,0,0
218,2018-08-29 01:06:12,no greedyな正規表現便利すぎんか、なんか落とし穴でもあるんか,0,0
219,2018-08-28 09:07:44,とりあえずUbuntu、とりあえずCentOS、とりあえずLinux Mintってみんなとりあえず色々勧めすぎじゃないですか、どれがいいのか初心者に見分けれるわけないでしょ！！,0,0
220,2018-08-28 08:33:46,VirtualBoxってのとLinuxってOS入れたらどれくらい容量いくんですかね？,0,0
221,2018-08-27 14:33:12,家帰ったら大体プログラミングの勉強する習慣がついたから一応趣味レベルにはなってるのかな。自分が楽しんでるのが1番大きい。,0,0
222,2018-08-27 14:31:18,明日あたりにはPythonの仮想環境構築の記事書き終わるかな(ほぼ参考記事なぞった感じだけど)。十分とは言えないけど自分なりにメリットが分かってきた。自分でまとめるのは大事だな。,0,0
223,2018-08-27 08:57:29,とりあえずどっちでも使えるように練習して同時に更新するか,0,0
224,2018-08-27 08:53:27,はてなとQiitaの使い分けみんなどうしてるんだろうか。同じ記事を載せてる人もいるみたい。,0,0
225,2018-08-26 14:29:56,C問題までちゃんと解けてやっと緑、水色が見えてくるんだもんなぁ,0,0
226,2018-08-26 14:06:31,競プロも自己研鑽しないとまったくレート上がらないし、かといってそっちに費やし過ぎると統計とか機械学習の方に触れなくなってしまう。調整下手くそかよー,0,0
227,2018-08-26 10:03:24,何をやらないかの選択ってほんと難しい。やりたいことがあっても時間は有限。しっかり絞って成果を出さないと。,0,0
228,2018-08-26 09:59:27,書評書くのって難しそう。,0,0
229,2018-08-25 17:35:13,C++のdouble型の丸めが謎すぎる。double型で55なのに、int型にすると54になる。これどうなってんだ。,0,0
230,2018-08-25 15:39:10,C問題AC。連続するK個を選ぶのが最適っていうのが感覚的には納得できるけど、なんかいまいちしっくり来てない。結局両端しか使わないっていう発想も出てこない。区間の問題で使えそうだからこれを機に頭に入れとこう。,0,0
231,2018-08-25 14:20:24,C問題勉強したばかりの貪欲法かなって思ったけど、左右の距離が同じ時どうすれば良いか分からなくて終わってしまった。とりあえずTLのネタバレを見ずに解き直し。,0,0
232,2018-08-25 14:05:03,C++初参加。STL周りがやっぱりまだ不自由だった。めげずに使いこなせるよう頑張る。,1,0
233,2018-08-25 14:02:36,ABC107 1時間50分 AC: AB WA: C #AtCoder,2,0
234,2018-08-25 13:56:56,C問題の壁が分厚い,0,0
235,2018-08-25 11:33:03,コンテスト直前ですが笑 AtCoder用のディレクトリの自動生成コードをPythonで書いてみた。CMakeを使ってる方は役に立つかもです！ はてなブログに投稿しました #はてなブログ AtCoderコンテストC++用ディレクトリ… https://t.co/wc96jWlwNd,1,0
236,2018-08-24 17:55:30,やっとC++のAC数がPythonのを超えた！少し慣れてきた！,0,0
237,2018-08-23 10:22:09,正直C++だとやりたい動作の調べ方がまだよく分かっていないので少しずつ慣れていきます。,0,0
238,2018-08-23 10:20:54,今後競技プログラミングではPythonを使うことを禁ず。必ずC++を使うこと。なお、STLの使い方が分からないは言い訳にしないこと。分からなかったらggrks。(がんばります),0,0
239,2018-08-22 11:34:31,int main() { int *pT = new int; *pT = 5; cout &lt;&lt; *pT &lt;&lt; endl; delete pT; cout &lt;&lt; *pT &lt;&lt; endl; return 0; } これデリートしたあとも出力されるんだが、なんかおかしいんか？,0,0
240,2018-08-21 16:47:34,競プロ、与えられた問題をどういう問題に落とし込むかっていう思考が少しずつ出来るようになってきた気がする。でも発想がまだまだ固い…,1,0
241,2018-08-21 15:08:32,自分の脳みそに負荷をかけないと成長できないんだなぁ みつを,0,0
242,2018-08-21 12:46:33,paizaのA004のあみだ再チャレンジ一発で通った！(めっちゃ時間かかった),1,0
243,2018-08-20 14:36:30,関数定義とプロトタイプ宣言の引数は一致させましょう。自分が間違ってないと思って他のエラーを探そうとすると時間を溶かします(戒め),0,0
244,2018-08-20 14:33:54,const ポインタが引数の場合は、プロトタイプ宣言でconst 付ける必要あり。定数が引数の場合は、プロトタイプ宣言でconst着けても意味ない(コンパイルは通る)。これの違いで2時間溶かした…ずっとリンカーのエラーだと思ってご… https://t.co/X0hlCjxOQV,0,0
245,2018-08-20 11:43:16,調べたら誰しも通る道っぽい？,0,0
246,2018-08-20 11:42:49,linker command failedにハマりました,0,0
247,2018-08-20 09:57:58,文字列配列とポインタの関係がむずい(；ω；),0,0
248,2018-08-19 12:18:00,値渡しと参照渡し完全に理解した,0,0
249,2018-08-16 15:38:21,普段のGUIの読み方教えて下さい。,1,0
250,2018-08-13 10:41:01,不意の群青日和,0,0
251,2018-08-12 04:12:56,線形代数以外の数学書で線形代数を使うとこが出てきた。自分の読んだ本とは全く別の使われ方をしてて、本質的には同じだろうけど初めて読んだとき意味がわからなかった。色んな角度からの教科書を読む必要があるってのはこういうことか(絶望),0,0
252,2018-08-10 09:50:26,エロサイトにもHTML/CSSとかJavaScriptが使われてるんやなって考えると勉強のやる気が湧いて来るな？,1,0
253,2018-08-09 21:36:29,Qiita見ながらcondaとpyenvで仮装環境作ってたらカオスな状況になってる。切り替えるときに便利ってあるけど実際仮装環境ってどういう状況で使うんだろうか。全く実感湧かない。,0,0
254,2018-08-08 21:40:03,おはざす,0,0
255,2018-08-08 14:48:04,とりあえず1週間でHTML&amp;CSS、JavaScriptの基礎を一通り終えた。睡眠時間が不足していてこのペースのままだと長続きしないなという感想。でももっと頑張らんとな。,0,0
256,2018-08-08 14:41:49,Progate非常にありがたいが、初級者と中級者との知識の差、次にどんな知識を学んでいくかの指標が初心者には欲しいところ。 #Progate,11,0
257,2018-08-08 14:41:06,Node.jsがファイルを読み込む際に、既存のモジュール形式（CommonJS Modules）か、新しいモジュール形式（ES Modules）かでimport の方法が変わること。あと、export と export defau… https://t.co/fIMer5fiJO,8,0
258,2018-08-08 13:54:50,JavaScriptのimport周りちゃんと勉強してまとめないとだな,0,0
259,2018-08-08 13:47:29,Progateと同じことをローカルでやろうとした。断片的に調べて出てきたES6の実行環境の作り方見ながらNode.jsってやつ入れてさらにimportの書き方違くて、defaultってやつ消してとか色々やってたらなんとかモジュール… https://t.co/neIAki68T0,6,0
260,2018-08-08 03:16:14,どうしても反応がないから無理やりextentionのソースにスニペットにねじ込んだ…,0,0
261,2018-08-08 00:28:10,vscodeのスニペット、JavaScriptだけ設定しても反映されないんだがどゆことや,0,0
262,2018-08-07 20:20:00,初心者でもできるWEB開発！！とかあるくせに必要な知識がべらぼうに多くて死にたくなってるなう。結局全部知らないといけないやんてなる… https://t.co/ohlreeJk9c,1,0
263,2018-08-07 19:40:35,"""猫 lang:en""というクエリでツイート検索し、外国の方々にも猫という文字が普及してるのを見て猫の万国共通さを感じてる。",0,0
264,2018-08-07 17:29:35,from Python(2018/08/08 02:29)  Now reading  https://t.co/QUtpwMmsP1,0,0
265,2018-08-07 16:46:25,今日リクエストを要求するって言葉が出てきて頭が混乱した,0,0
266,2018-08-07 03:27:02,結局今すぐ飛びつくよりも地道に応用数学を積み重ねて機械学習、深層学習に入っていったほうが後々差が大きくなるなか。別に数ヶ月後にすぐ理解できるようなれっていったってそんな簡単なことじゃないから長期的に学問として捉えて学んでいきたい。,1,0
267,2018-08-07 02:49:58,お昼休みを使ってAtCoder 用のCMakeLists.txtの自動生成に成功。結局ディレクトリ毎に作る方向でいくことにした。CMakeLists.txtは大量にできて気持ち悪いけど定期的に消せばよかろうという気持ち。,0,0
268,2018-08-07 02:45:43,os.makedirs()のexist_ok=Trueはエラーを発生させないだけ？それとも上書きっぽいことしてるんか？,0,0
269,2018-08-07 02:40:56,昼休憩,0,0
270,2018-08-06 07:16:59,HTML&amp;CSSをもう一周やりつつ、JavaScriptやってjQueryやってって感じかなー。そしたらVue.jsやりつついよいよスクレイピングだ。 #Progate,8,0
271,2018-08-05 16:46:50,今は外部に発信してこそだからWebの技術を知らないとお話しにならんレベルなんだな。ただ機械学習出来るだけとかではなく、データの集め方、前処理、サーバー、DB等々何でも知ってるみたいな。専門的でなくても基本とか調べ方とかがすぐ分かるんだろうな。エンジニアの方々ほんとすごい。,0,0
272,2018-08-05 16:13:46,今週1週間は睡眠時間を意識して生活する。,0,0
273,2018-08-05 02:39:00,ボタンへこんだように見せるのはほぇーってなった,0,0
274,2018-08-05 02:33:56,HTML &amp; CSS 学習コース 中級編を修了しました！ https://t.co/BGf0bO0XWk #Progate,4,0
275,2018-08-04 02:26:59,プログラミングのメンターってどこで見つけんだ一体,0,0
276,2018-08-03 21:25:24,全く知識はないけど実際動かしてみれば何が分からんか見えるだろうってことで。,0,0
277,2018-08-03 21:20:02,VPSってやつよりも自宅でサーバー稼働させてみたい。Rasbery Piって自作PCすら作ったことない人には厳しいんかな。教えてエロい人,0,0
278,2018-08-03 18:21:16,今年の流行語大賞はいろんな意味で「生産性」になりそう,0,0
279,2018-08-03 14:07:45,HTTPレスポンスのヘッダは、レスポンスの概要、付加情報の記述。,1,0
280,2018-08-03 13:42:34,HTTPってリクエストとレスポンスの文法・記述方法のルールって解釈でええんか,1,0
281,2018-08-03 00:08:24,地味にセレクタ:hoverにも感動してる。,0,0
282,2018-08-03 00:02:42,ProgateのHTMLとCSSのコースで感動してる。写真はコースで作ってるページの一部です。アイコンとかこうやってうめこんでんだなぁって。WEBデザインしゅごい。さぁ出勤。 https://t.co/jGmLzq9Zeo,6,0
283,2018-08-02 15:34:47,くっそ初心者なのでPythonだけやってれば余裕でスクレイピングできると思っていて、調子乗って本買ったら前提知識としてHTML/CSS、JavaScript、フレームワークの知識、ターミナルの知識とか必要ってなった時はたまげた。地道に続けて中級者になるぞい。,0,0
284,2018-08-02 15:18:33,最近空き時間が少なくて競プロできてないなぁ,0,0
285,2018-08-02 15:08:59,HTML → 情報の構造化 CSS → 見た目を整える JavaScript → 動きの制御,3,2
286,2018-08-02 15:05:04,WEBページってこんな構成だったんだってのを知れてちょっと楽しくなってきたなぁ。,0,0
287,2018-08-02 15:02:30,プログラミングを始めてから、始めてWebデザイン系の言語？に手を出してみた。複雑というか雑多というか覚えること多いなあ...HTMLとCSSの基礎を終わらせて、JavaScriptの基礎を終わらせて、jQueryの基礎やってVue… https://t.co/UHQHM6rULP,0,0
288,2018-08-02 14:54:07,HTML &amp; CSS 学習コース 初級編を修了しました！ https://t.co/ELlsRzAIBp #Progate,8,0
289,2018-07-30 22:01:55,Twitterでフォローしてる人たちが強すぎて自分もやらなきゃと思うとき、お前自分の実力見ろやって定期的に言ってくれる人が欲しい,0,0
290,2018-07-30 21:56:08,おれも頑張らねばって刺激受けるのと焦るのとは違うな。着実に自分のやるべきことをこなさんと。,1,0
291,2018-07-30 05:31:49,男は黙ってボゴソート,0,0
292,2018-07-28 15:05:44,ZARD 「星のかがやきよ」の「あんなに誰よりも近い存在だったのに別れてしまうと他人より遠い人になってしまうね。」を思い出す &lt;RT,1,0
293,2018-07-28 04:52:02,舟を編むを見るときはなんとなく蕎麦を食べる,0,0
294,2018-07-27 20:46:43,線形代数の勉強おわり。固有値、固有ベクトル、行列の対角化をやった。微分方程式を解くときに固有値、固有ベクトルを応用させる辺りでちょい分からなくなった。週末が始まったので心して勉強せな。,1,0
295,2018-07-27 15:46:36,プログラミングの勉強を始めてから、自分の興味のあることはやっぱり自然に情報が流れてくるんだなということを実感してる。つい1、2ヶ月前まではTwitterでネタツイしか目に入ってこなかっけど、今はプログラミングとか競プロとかの情報が少しずつ目に入るようになってきてる。,3,0
296,2018-07-27 15:33:27,あとループの演算をベクトル化するの大事なんやなって,0,0
297,2018-07-27 15:31:49,Pythonデータサイエンスハンドブック、numpyの配列のブロードキャストのとこ分かり易すぎる,2,0
298,2018-07-27 14:42:51,自分もこういう心意気で行きたい,0,0
299,2018-07-27 11:49:53,華金の勢いで缶ピースを買ってしまうところだった、危ない危ない,0,0
300,2018-07-27 09:09:24,redundant 冗長,0,0
301,2018-07-27 07:57:05,CMakeに関してすごく基礎的なことをまとめてみました。ブログ自体初めてなので温かい目で見てください...  はてなブログに投稿しました #はてなブログ CMakeによるビルド（初心者向け） - mathnukoの雑記帳 https://t.co/H0Yu8oafyT,0,0
302,2018-07-27 07:48:34,帰宅,0,0
303,2018-07-26 16:06:30,AmazonPrimeでゆゆ式、苺ましまろ見終わったけど、とても良かった。苺ましまろって2005で結構昔なのね。最近ほのぼの系が好きなんだけど、現実世界にないものを求めてるんだろうか…,0,0
304,2018-07-26 15:34:34,プログラミングとか勉強して機械学習をやってみたかったのに競プロにはまってしまっている,1,0
305,2018-07-25 07:40:43,JetBrainさんありがとう😊,0,0
306,2018-07-25 07:39:44,ターミナルからlldb開いてデバッグよりも圧倒的に見やすいので競プロも捗るはず(本当はvscodeで済ませたかった…),0,0
307,2018-07-25 07:37:58,vscodeであれこれやってデバッグ環境整えてたけど出来なかったので、CLionに乗り換えた。issueやらなんやら見た苦労はなんだったのか。…デバッグ環境すら整えられないクソザコだがいつかvscode周り整えたい…とりあえずGUIでデバッグできる喜びを噛み締めている。,0,0
308,2018-07-25 05:01:50,gdbデバッガは諦めてlldbを使う…情弱おつだ…,0,0
309,2018-07-25 04:49:36,分かりみが深い https://t.co/8PzixUeQYE,0,0
310,2018-07-24 16:52:52,codesignできてますって表示されんのになんでデバッグ始めるとcodesignしてくれって出るのか、ほんまキレそう,0,0
311,2018-07-24 16:09:04,C++のデバッグ環境が整えられないマン,0,0
312,2018-07-24 07:22:08,VScode使ってても結局Runner使わずにターミナルでビルドしてしまう,1,0
313,2018-07-23 09:22:16,1日24時間短すぎな。ジャックハンマー になりたい。 https://t.co/3q1X6CUj2S,0,0
314,2018-07-22 10:08:33,商空間V/Wのイメージが、VにおけるWの影響をつぶしたものってのを見たけど、V の中の特定の１つの平面につぶれるという意味ではないってのがいまいち分からない。,1,0
315,2018-07-21 13:46:00,AGC026 1時間50分 AC: ABC WA: D #AtCoder,1,0
316,2018-07-21 08:29:01,数学やらプログラミングやらとは全く無縁のことをやってる生活から抜け出してみたいな。,1,0
317,2018-07-21 08:27:54,友人の話を聞いたりエンジニア関係の人を適当にフォローしてみて思ったのは勉強してるのが楽しそうだし、それが仕事に活きたり趣味みたいになってるのが本当に羨ましかった。こんな風に学問を議論できたらいいなとか時代と共に生きられる感じがいいなと思った。,0,0
318,2018-07-21 08:19:13,大学1年からこういうことを学べるんだからやっぱり理系に行くべきだったな。全く勉強せずに卒業して自分が大学で得たものってなんなんだろうと思ってしまう時はあるけど、それは自分の選んだ道だし自分自身も楽しんでたから仕方がない。,0,0
319,2018-07-21 01:54:16,ベーコン数とかいうネーミングセンスな,1,0
320,2018-07-21 00:37:13,今日こそB問題まで解きたい,0,0
321,2018-07-20 13:47:13,まなったんは永遠のアイドル,0,0
322,2018-07-19 13:22:22,昨日ACしたマインスイーパのクソコードを解説見ながら直している。分からない時は愚直なコードとりあえず書いてみるが、今回はあまりに酷すぎた。頭の硬さにまじで涙出る。こつこつやってくしかないなぁ。,0,0
323,2018-07-16 19:49:26,数学的なセンス身につけるために整数問題やった方がいい気がしてきた。とにかく数学が絶望的なの痛すぎる。,1,0
324,2018-07-14 14:40:37,AGC026 2時間15分 0完 #AtCoder,1,0
325,2018-07-13 21:22:14,月がきれいの茜ちゃんが可愛すぎてつらい,0,0
326,2018-07-12 13:29:12,メモリ32GBとか欲しい,0,0
327,2018-07-10 09:38:07,「抽象的な概念は、基礎となる具体的な対象を必ず持っているため、そのような例を考えながら抽象的な概念の理解を進めよ」と本に書いてあり至言だってなってる,0,0
